央视频道,#genre#
CGTN俄语,rtsp://115.153.254.81/PLTV/88888888/224/3221226966/77798997.smil
CGTN英语,rtsp://115.153.254.81/PLTV/88888888/224/3221226960/77798993.smil
CGTN西语,rtsp://115.153.254.81/PLTV/88888888/224/3221226949/77798970.smil
CGTN阿语,rtsp://115.153.254.81/PLTV/88888888/224/3221226951/77799001.smil
第一剧场,rtsp://115.153.254.81/PLTV/88888888/224/3221226961/86128891.smil
风云音乐,rtsp://115.153.254.81/PLTV/88888888/224/3221226994/86128897.smil
风云剧场,rtsp://115.153.254.81/PLTV/88888888/224/3221226963/86128874.smil
怀旧剧场,rtsp://115.153.254.81/PLTV/88888888/224/3221226996/86128881.smil
兵器科技,rtsp://115.153.254.81/PLTV/88888888/224/3221227004/86132185.smil
央视精品,rtsp://115.153.254.81/PLTV/88888888/224/3221226957/86128679.smil
央视台球,rtsp://115.153.254.81/PLTV/88888888/224/3221226955/86106661.smil
中国天气,rtsp://115.153.254.81/PLTV/88888888/224/3221227056/89471929.smil
收视指南,rtsp://115.153.254.81/PLTV/88888888/224/3221226987/86440886.smil

CCTV1,http://115.153.254.81/PLTV/88888888/224/3221225699/iptv8040.smil/index.m3u8?fmt=ts2hls
CCTV1,http://115.153.254.81/PLTV/88888888/224/3221225517/iptv7949.smil/index.m3u8?fmt=ts2hls
CCTV2,http://115.153.254.81/PLTV/88888888/224/3221226825/59814584.smil/index.m3u8?fmt=ts2hls
CCTV4,http://115.153.254.81/PLTV/88888888/224/3221226838/59814684.smil/index.m3u8?fmt=ts2hls
CCTV7,http://115.153.254.81/PLTV/88888888/224/3221226827/59814693.smil/index.m3u8?fmt=ts2hls
CCTV9,http://115.153.254.81/PLTV/88888888/224/3221226840/59814699.smil/index.m3u8?fmt=ts2hls
CCTV10,http://115.153.254.81/PLTV/88888888/224/3221226630/51813372.smil/index.m3u8?fmt=ts2hls
CCTV11,http://115.153.254.81/PLTV/88888888/224/3221226986/85722616.smil/index.m3u8?fmt=ts2hls
CCTV12,http://115.153.254.81/PLTV/88888888/224/3221226829/59814709.smil/index.m3u8?fmt=ts2hls
CCTV13,http://115.153.254.81/PLTV/88888888/224/3221227037/87447722.smil/index.m3u8?fmt=ts2hls
CCTV14,http://115.153.254.81/PLTV/88888888/224/3221226634/51813368.smil/index.m3u8?fmt=ts2hls
CCTV15,http://115.153.254.81/PLTV/88888888/224/3221226988/85722541.smil/index.m3u8?fmt=ts2hls
CCTV16,http://115.153.254.81/PLTV/88888888/224/3221227051/92603106.smil/index.m3u8?fmt=ts2hls
CCTV17,http://115.153.254.81/PLTV/88888888/224/3221226846/61397282.smil/index.m3u8?fmt=ts2hls
CCTV4HD欧洲,http://115.153.254.81/PLTV/88888888/224/3221226964/77799053.smil/index.m3u8?fmt=ts2hls
CCTV4HD美洲,http://115.153.254.81/PLTV/88888888/224/3221226962/77799052.smil/index.m3u8?fmt=ts2hls
CCTV4K,http://115.153.254.81/PLTV/88888888/224/3221227073/106537394.smil/index.m3u8?fmt=ts2hls
CGTN,http://115.153.254.81/PLTV/88888888/224/3221226694/55738457.smil/index.m3u8?fmt=ts2hls
CGTN英语,http://115.153.254.81/PLTV/88888888/224/3221226947/77798966.smil/index.m3u8?fmt=ts2hls
CGTN法语,http://115.153.254.81/PLTV/88888888/224/3221226968/77799060.smil/index.m3u8?fmt=ts2hls
CGTN俄语,http://115.153.254.81/PLTV/88888888/224/3221226966/77798997.smil/index.m3u8?fmt=ts2hls
CGTN英语,http://115.153.254.81/PLTV/88888888/224/3221226960/77798993.smil/index.m3u8?fmt=ts2hls
CGTN西语,http://115.153.254.81/PLTV/88888888/224/3221226949/77798970.smil/index.m3u8?fmt=ts2hls
CGTN阿语,http://115.153.254.81/PLTV/88888888/224/3221226951/77799001.smil/index.m3u8?fmt=ts2hls
第一剧场,http://115.153.254.81/PLTV/88888888/224/3221226961/86128891.smil/index.m3u8?fmt=ts2hls
风云音乐,http://115.153.254.81/PLTV/88888888/224/3221226994/86128897.smil/index.m3u8?fmt=ts2hls
风云剧场,http://115.153.254.81/PLTV/88888888/224/3221226963/86128874.smil/index.m3u8?fmt=ts2hls
怀旧剧场,http://115.153.254.81/PLTV/88888888/224/3221226996/86128881.smil/index.m3u8?fmt=ts2hls
兵器科技,http://115.153.254.81/PLTV/88888888/224/3221227004/86132185.smil/index.m3u8?fmt=ts2hls
央视精品,http://115.153.254.81/PLTV/88888888/224/3221226957/86128679.smil/index.m3u8?fmt=ts2hls
央视台球,http://115.153.254.81/PLTV/88888888/224/3221226955/86106661.smil/index.m3u8?fmt=ts2hls
中国天气,http://115.153.254.81/PLTV/88888888/224/3221227056/89471929.smil/index.m3u8?fmt=ts2hls
收视指南,http://115.153.254.81/PLTV/88888888/224/3221226987/86440886.smil/index.m3u8?fmt=ts2hls

江西本地,#genre#
江西都市频道,rtsp://115.153.254.81/PLTV/88888888/224/3221227069/94448631.smil
江西经济生活,rtsp://115.153.254.81/PLTV/88888888/224/3221226717/53707446.smil
江西经济生活频道,rtsp://115.153.254.81/PLTV/88888888/224/3221226946/70055407.smil
江西影视旅游频道,rtsp://115.153.254.81/PLTV/88888888/224/3221227071/98779894.smil
江西公共农业频道,rtsp://115.153.254.81/PLTV/88888888/224/3221226708/53213097.smil
江西新闻频道,rtsp://115.153.254.81/PLTV/88888888/224/3221226650/53190437.smil
江西移动电视频道,rtsp://115.153.254.81/PLTV/88888888/224/3221227070/96801473.smil
风尚购物,rtsp://115.153.254.81/PLTV/88888888/224/3221227049/90141188.smil
陶瓷,rtsp://115.153.254.81/PLTV/88888888/224/3221227072/105246432.smil


江西都市频道,http://115.153.254.81/PLTV/88888888/224/3221227069/94448631.smil/index.m3u8?fmt=ts2hls
江西经济生活,http://115.153.254.81/PLTV/88888888/224/3221226717/53707446.smil/index.m3u8?fmt=ts2hls
江西经济生活频道,http://115.153.254.81/PLTV/88888888/224/3221226946/70055407.smil/index.m3u8?fmt=ts2hls
江西影视旅游频道,http://115.153.254.81/PLTV/88888888/224/3221227071/98779894.smil/index.m3u8?fmt=ts2hls
江西公共农业频道,http://115.153.254.81/PLTV/88888888/224/3221226708/53213097.smil/index.m3u8?fmt=ts2hls
江西新闻频道,http://115.153.254.81/PLTV/88888888/224/3221226650/53190437.smil/index.m3u8?fmt=ts2hls


卫视频道,#genre#
江西卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221226656/46275837.smil
湖南卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221225697/iptv8039.smil
浙江卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221225768/10000100000000060000000000913518_0.smil
江苏卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221225766/10000100000000060000000000913517_0.smil
东方卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221225770/10000100000000060000000000913526_0.smil
北京卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221225546/iptv51912.smil
广东卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221225957/10000100000000060000000000913519_0.smil
深圳卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221225764/10000100000000060000000000913503_0.smil
湖北卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221225827/10000100000000060000000000470332_2.smil
天津卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221226652/46098366.smil
安徽卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221226622/51176344.smil
辽宁卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221226649/46098370.smil
山东卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221225919/10000100000000060000000000811554_0.smil
东南卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221226677/51176347.smil
云南卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221226937/72640386.smil
吉林卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221226831/59814731.smil
西藏卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221225570/iptv101725.smil
广西卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221226954/71778425.smil
宁夏卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221225747/iptv101619.smil
河南卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221226842/59814787.smil
重庆卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221226638/51813388.smil
甘肃卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221227039/87447727.smil
海南卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221226933/70442779.smil
四川卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221226693/51813384.smil
山西卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221225551/iptv7966.smil
贵州卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221226833/59814738.smil
青海卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221225589/iptv7985.smil
陕西卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221225755/iptv101726.smil
新疆卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221225550/iptv61197.smil
兵团卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221225753/iptv101723.smil
河北卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221226821/59781859.smil
山东教育,rtsp://115.153.254.81/PLTV/88888888/224/3221226980/85722602.smil
厦门卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221226982/85722609.smil
三沙卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221226984/85722645.smil
黑龙江卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221225584/10000100000000060000000000031778_0.smil
内蒙古卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221225591/iptv7986.smil


江西卫视,http://115.153.254.81/PLTV/88888888/224/3221226656/46275837.smil/index.m3u8?fmt=ts2hls
湖南卫视,http://115.153.254.81/PLTV/88888888/224/3221225697/iptv8039.smil/index.m3u8?fmt=ts2hls
浙江卫视,http://115.153.254.81/PLTV/88888888/224/3221225768/10000100000000060000000000913518_0.smil/index.m3u8?fmt=ts2hls
江苏卫视,http://115.153.254.81/PLTV/88888888/224/3221225766/10000100000000060000000000913517_0.smil/index.m3u8?fmt=ts2hls
东方卫视,http://115.153.254.81/PLTV/88888888/224/3221225770/10000100000000060000000000913526_0.smil/index.m3u8?fmt=ts2hls
北京卫视,http://115.153.254.81/PLTV/88888888/224/3221225546/iptv51912.smil/index.m3u8?fmt=ts2hls
广东卫视,http://115.153.254.81/PLTV/88888888/224/3221225957/10000100000000060000000000913519_0.smil/index.m3u8?fmt=ts2hls
深圳卫视,http://115.153.254.81/PLTV/88888888/224/3221225764/10000100000000060000000000913503_0.smil/index.m3u8?fmt=ts2hls
湖北卫视,http://115.153.254.81/PLTV/88888888/224/3221225827/10000100000000060000000000470332_2.smil/index.m3u8?fmt=ts2hls
天津卫视,http://115.153.254.81/PLTV/88888888/224/3221226652/46098366.smil/index.m3u8?fmt=ts2hls
安徽卫视,http://115.153.254.81/PLTV/88888888/224/3221226622/51176344.smil/index.m3u8?fmt=ts2hls
辽宁卫视,http://115.153.254.81/PLTV/88888888/224/3221226649/46098370.smil/index.m3u8?fmt=ts2hls
山东卫视,http://115.153.254.81/PLTV/88888888/224/3221225919/10000100000000060000000000811554_0.smil/index.m3u8?fmt=ts2hls
东南卫视,http://115.153.254.81/PLTV/88888888/224/3221226677/51176347.smil/index.m3u8?fmt=ts2hls
云南卫视,http://115.153.254.81/PLTV/88888888/224/3221226937/72640386.smil/index.m3u8?fmt=ts2hls
吉林卫视,http://115.153.254.81/PLTV/88888888/224/3221226831/59814731.smil/index.m3u8?fmt=ts2hls
西藏卫视,http://115.153.254.81/PLTV/88888888/224/3221225570/iptv101725.smil/index.m3u8?fmt=ts2hls
广西卫视,http://115.153.254.81/PLTV/88888888/224/3221226954/71778425.smil/index.m3u8?fmt=ts2hls
宁夏卫视,http://115.153.254.81/PLTV/88888888/224/3221225747/iptv101619.smil/index.m3u8?fmt=ts2hls
河南卫视,http://115.153.254.81/PLTV/88888888/224/3221226842/59814787.smil/index.m3u8?fmt=ts2hls
重庆卫视,http://115.153.254.81/PLTV/88888888/224/3221226638/51813388.smil/index.m3u8?fmt=ts2hls
甘肃卫视,http://115.153.254.81/PLTV/88888888/224/3221227039/87447727.smil/index.m3u8?fmt=ts2hls
海南卫视,http://115.153.254.81/PLTV/88888888/224/3221226933/70442779.smil/index.m3u8?fmt=ts2hls
四川卫视,http://115.153.254.81/PLTV/88888888/224/3221226693/51813384.smil/index.m3u8?fmt=ts2hls
山西卫视,http://115.153.254.81/PLTV/88888888/224/3221225551/iptv7966.smil/index.m3u8?fmt=ts2hls
贵州卫视,http://115.153.254.81/PLTV/88888888/224/3221226833/59814738.smil/index.m3u8?fmt=ts2hls
青海卫视,http://115.153.254.81/PLTV/88888888/224/3221225589/iptv7985.smil/index.m3u8?fmt=ts2hls
陕西卫视,http://115.153.254.81/PLTV/88888888/224/3221225755/iptv101726.smil/index.m3u8?fmt=ts2hls
新疆卫视,http://115.153.254.81/PLTV/88888888/224/3221225550/iptv61197.smil/index.m3u8?fmt=ts2hls
兵团卫视,http://115.153.254.81/PLTV/88888888/224/3221225753/iptv101723.smil/index.m3u8?fmt=ts2hls
河北卫视,http://115.153.254.81/PLTV/88888888/224/3221226821/59781859.smil/index.m3u8?fmt=ts2hls
山东教育,http://115.153.254.81/PLTV/88888888/224/3221226980/85722602.smil/index.m3u8?fmt=ts2hls
厦门卫视,http://115.153.254.81/PLTV/88888888/224/3221226982/85722609.smil/index.m3u8?fmt=ts2hls
三沙卫视,http://115.153.254.81/PLTV/88888888/224/3221226984/85722645.smil/index.m3u8?fmt=ts2hls
黑龙江卫视,http://115.153.254.81/PLTV/88888888/224/3221225584/10000100000000060000000000031778_0.smil/index.m3u8?fmt=ts2hls
内蒙古卫视,http://115.153.254.81/PLTV/88888888/224/3221225591/iptv7986.smil/index.m3u8?fmt=ts2hls



电影频道,#genre#
CHC影迷电影,rtsp://115.153.254.81/PLTV/88888888/224/3221226990/86128784.smil
CHC家庭影院,rtsp://115.153.254.81/PLTV/88888888/224/3221226959/86128800.smil
CHC动作电影,rtsp://115.153.254.81/PLTV/88888888/224/3221226992/86128817.smil
经典电影,rtsp://115.153.254.81/PLTV/88888888/224/3221227010/86440860.smil
爱综艺,rtsp://115.153.254.81/PLTV/88888888/224/3221226983/86440966.smil
爱电影,rtsp://115.153.254.81/PLTV/88888888/224/3221226985/86441021.smil
爱大剧,rtsp://115.153.254.81/PLTV/88888888/224/3221227014/86441032.smil
爱生活,rtsp://115.153.254.81/PLTV/88888888/224/3221227024/86441150.smil
欢笑剧场4K,rtsp://115.153.254.81/PLTV/88888888/224/3221225734/10000100000000060000000000901456_0.smil
都市剧场,rtsp://115.153.254.81/PLTV/88888888/224/3221225738/10000100000000060000000000901499_0.smil
热播剧场,rtsp://115.153.254.81/PLTV/88888888/224/3221227008/86440955.smil
城市剧场,rtsp://115.153.254.81/PLTV/88888888/224/3221227018/86441003.smil
军旅剧场,rtsp://115.153.254.81/PLTV/88888888/224/3221226995/86441107.smil
古装剧场,rtsp://115.153.254.81/PLTV/88888888/224/3221227020/86441115.smil
喜剧影院,rtsp://115.153.254.81/PLTV/88888888/224/3221226997/86441126.smil
动作影院,rtsp://115.153.254.81/PLTV/88888888/224/3221226999/86441130.smil
家庭影院,rtsp://115.153.254.81/PLTV/88888888/224/3221227022/86441136.smil
音乐现场,rtsp://115.153.254.81/PLTV/88888888/224/3221227001/86441055.smil
武侠剧场,rtsp://115.153.254.81/PLTV/88888888/224/3221227003/86441017.smil
经典剧场,rtsp://115.153.254.81/PLTV/88888888/224/3221227034/86502060.smil
红色影院,rtsp://115.153.254.81/PLTV/88888888/224/3221227036/86502103.smil

CHC影迷电影,http://115.153.254.81/PLTV/88888888/224/3221226990/86128784.smil/index.m3u8?fmt=ts2hls
CHC家庭影院,http://115.153.254.81/PLTV/88888888/224/3221226959/86128800.smil/index.m3u8?fmt=ts2hls
CHC动作电影,http://115.153.254.81/PLTV/88888888/224/3221226992/86128817.smil/index.m3u8?fmt=ts2hls
经典电影,http://115.153.254.81/PLTV/88888888/224/3221227010/86440860.smil/index.m3u8?fmt=ts2hls
爱综艺,http://115.153.254.81/PLTV/88888888/224/3221226983/86440966.smil/index.m3u8?fmt=ts2hls
爱电影,http://115.153.254.81/PLTV/88888888/224/3221226985/86441021.smil/index.m3u8?fmt=ts2hls
爱大剧,http://115.153.254.81/PLTV/88888888/224/3221227014/86441032.smil/index.m3u8?fmt=ts2hls
爱生活,http://115.153.254.81/PLTV/88888888/224/3221227024/86441150.smil/index.m3u8?fmt=ts2hls
欢笑剧场4K,http://115.153.254.81/PLTV/88888888/224/3221225734/10000100000000060000000000901456_0.smil/index.m3u8?fmt=ts2hls
都市剧场,http://115.153.254.81/PLTV/88888888/224/3221225738/10000100000000060000000000901499_0.smil/index.m3u8?fmt=ts2hls
热播剧场,http://115.153.254.81/PLTV/88888888/224/3221227008/86440955.smil/index.m3u8?fmt=ts2hls
城市剧场,http://115.153.254.81/PLTV/88888888/224/3221227018/86441003.smil/index.m3u8?fmt=ts2hls
军旅剧场,http://115.153.254.81/PLTV/88888888/224/3221226995/86441107.smil/index.m3u8?fmt=ts2hls
古装剧场,http://115.153.254.81/PLTV/88888888/224/3221227020/86441115.smil/index.m3u8?fmt=ts2hls
喜剧影院,http://115.153.254.81/PLTV/88888888/224/3221226997/86441126.smil/index.m3u8?fmt=ts2hls
动作影院,http://115.153.254.81/PLTV/88888888/224/3221226999/86441130.smil/index.m3u8?fmt=ts2hls
家庭影院,http://115.153.254.81/PLTV/88888888/224/3221227022/86441136.smil/index.m3u8?fmt=ts2hls
音乐现场,http://115.153.254.81/PLTV/88888888/224/3221227001/86441055.smil/index.m3u8?fmt=ts2hls
武侠剧场,http://115.153.254.81/PLTV/88888888/224/3221227003/86441017.smil/index.m3u8?fmt=ts2hls
经典剧场,http://115.153.254.81/PLTV/88888888/224/3221227034/86502060.smil/index.m3u8?fmt=ts2hls
红色影院,http://115.153.254.81/PLTV/88888888/224/3221227036/86502103.smil/index.m3u8?fmt=ts2hls

体育频道,#genre#
足球,rtsp://115.153.254.81/PLTV/88888888/224/3221227019/86502107.smil
汽摩,rtsp://115.153.254.81/PLTV/88888888/224/3221226819/59781852.smil
车迷,rtsp://115.153.254.81/PLTV/88888888/224/3221227027/86502211.smil
武术,rtsp://115.153.254.81/PLTV/88888888/224/3221227017/86502065.smil
先锋乒羽,rtsp://115.153.254.81/PLTV/88888888/224/3221226935/72307307.smil
快乐垂钓,rtsp://115.153.254.81/PLTV/88888888/224/3221226834/59781974.smil
武术世界,rtsp://115.153.254.81/PLTV/88888888/224/3221226824/59781846.smil
风云足球,rtsp://115.153.254.81/PLTV/88888888/224/3221227000/86128919.smil
四海钓鱼,rtsp://115.153.254.81/PLTV/88888888/224/3221227048/86502173.smil
高尔夫网球,rtsp://115.153.254.81/PLTV/88888888/224/3221226967/86128985.smil
爱体育,rtsp://115.153.254.81/PLTV/88888888/224/3221227012/86440946.smil
爱体育,rtsp://115.153.254.81/PLTV/88888888/224/3221227044/86502115.smil
足球,http://115.153.254.81/PLTV/88888888/224/3221227019/86502107.smil/index.m3u8?fmt=ts2hls
汽摩,http://115.153.254.81/PLTV/88888888/224/3221226819/59781852.smil/index.m3u8?fmt=ts2hls
车迷,http://115.153.254.81/PLTV/88888888/224/3221227027/86502211.smil/index.m3u8?fmt=ts2hls
武术,http://115.153.254.81/PLTV/88888888/224/3221227017/86502065.smil/index.m3u8?fmt=ts2hls
先锋乒羽,http://115.153.254.81/PLTV/88888888/224/3221226935/72307307.smil/index.m3u8?fmt=ts2hls
快乐垂钓,http://115.153.254.81/PLTV/88888888/224/3221226834/59781974.smil/index.m3u8?fmt=ts2hls
武术世界,http://115.153.254.81/PLTV/88888888/224/3221226824/59781846.smil/index.m3u8?fmt=ts2hls
风云足球,http://115.153.254.81/PLTV/88888888/224/3221227000/86128919.smil/index.m3u8?fmt=ts2hls
四海钓鱼,http://115.153.254.81/PLTV/88888888/224/3221227048/86502173.smil/index.m3u8?fmt=ts2hls
高尔夫网球,http://115.153.254.81/PLTV/88888888/224/3221226967/86128985.smil/index.m3u8?fmt=ts2hls
爱体育,http://115.153.254.81/PLTV/88888888/224/3221227012/86440946.smil/index.m3u8?fmt=ts2hls
爱体育,http://115.153.254.81/PLTV/88888888/224/3221227044/86502115.smil/index.m3u8?fmt=ts2hls

儿童频道,#genre#
中国教育1,rtsp://115.153.254.81/PLTV/88888888/224/3221226858/63768493.smil
中国教育2,rtsp://115.153.254.81/PLTV/88888888/224/3221226978/85722625.smil
中国教育4频道,rtsp://115.153.254.81/PLTV/88888888/224/3221226905/65242632.smil
江西教育频道,rtsp://115.153.254.81/PLTV/88888888/224/3221226942/69552502.smil
金鹰卡通,rtsp://115.153.254.81/PLTV/88888888/224/3221226972/80382319.smil
炫动卡通,rtsp://115.153.254.81/PLTV/88888888/224/3221225583/iptv7982.smil
优优宝贝,rtsp://115.153.254.81/PLTV/88888888/224/3221227050/86502131.smil
少儿动画,rtsp://115.153.254.81/PLTV/88888888/224/3221227006/86440922.smil
卡酷少儿,rtsp://115.153.254.81/PLTV/88888888/224/3221227076/108965819.smil
卡酷卡通,rtsp://115.153.254.81/PLTV/88888888/224/3221225566/iptv101695.smil
嘉佳卡通,rtsp://115.153.254.81/PLTV/88888888/224/3221225588/10000100000000060000000000140157_0.smil
国学,rtsp://115.153.254.81/PLTV/88888888/224/3221226797/59781463.smil
国学,rtsp://115.153.254.81/PLTV/88888888/224/3221227028/86441216.smil
早教,rtsp://115.153.254.81/PLTV/88888888/224/3221227007/86441065.smil
动画,rtsp://115.153.254.81/PLTV/88888888/224/3221227009/86502150.smil
乐游,rtsp://115.153.254.81/PLTV/88888888/224/3221227041/87703526.smil
书画,rtsp://115.153.254.81/PLTV/88888888/224/3221226971/86128924.smil
新动漫,rtsp://115.153.254.81/PLTV/88888888/224/3221226973/86129004.smil
好学生,rtsp://115.153.254.81/PLTV/88888888/224/3221227026/86441141.smil
文物宝库,rtsp://115.153.254.81/PLTV/88888888/224/3221226808/59781526.smil
动漫秀场,rtsp://115.153.254.81/PLTV/88888888/224/3221225613/iptv7997.smil
游戏风云,rtsp://115.153.254.81/PLTV/88888888/224/3221225615/iptv7998.smil
金鹰纪实,rtsp://115.153.254.81/PLTV/88888888/224/3221226823/59781863.smil
纪实人文,rtsp://115.153.254.81/PLTV/88888888/224/3221225951/10000100000000060000000000905987_0.smil
纪实科教频道,rtsp://115.153.254.81/PLTV/88888888/224/3221227074/108965751.smil
江西少儿频道,rtsp://115.153.254.81/PLTV/88888888/224/3221226938/68733921.smil


中国教育1,http://115.153.254.81/PLTV/88888888/224/3221226858/63768493.smil/index.m3u8?fmt=ts2hls
中国教育2,http://115.153.254.81/PLTV/88888888/224/3221226978/85722625.smil/index.m3u8?fmt=ts2hls
中国教育4频道,http://115.153.254.81/PLTV/88888888/224/3221226905/65242632.smil/index.m3u8?fmt=ts2hls
江西教育频道,http://115.153.254.81/PLTV/88888888/224/3221226942/69552502.smil/index.m3u8?fmt=ts2hls
金鹰卡通,http://115.153.254.81/PLTV/88888888/224/3221226972/80382319.smil/index.m3u8?fmt=ts2hls
炫动卡通,http://115.153.254.81/PLTV/88888888/224/3221225583/iptv7982.smil/index.m3u8?fmt=ts2hls
优优宝贝,http://115.153.254.81/PLTV/88888888/224/3221227050/86502131.smil/index.m3u8?fmt=ts2hls
少儿动画,http://115.153.254.81/PLTV/88888888/224/3221227006/86440922.smil/index.m3u8?fmt=ts2hls

卡酷卡通,http://115.153.254.81/PLTV/88888888/224/3221225566/iptv101695.smil/index.m3u8?fmt=ts2hls
嘉佳卡通,http://115.153.254.81/PLTV/88888888/224/3221225588/10000100000000060000000000140157_0.smil/index.m3u8?fmt=ts2hls
国学,http://115.153.254.81/PLTV/88888888/224/3221226797/59781463.smil/index.m3u8?fmt=ts2hls
国学,http://115.153.254.81/PLTV/88888888/224/3221227028/86441216.smil/index.m3u8?fmt=ts2hls
早教,http://115.153.254.81/PLTV/88888888/224/3221227007/86441065.smil/index.m3u8?fmt=ts2hls
动画,http://115.153.254.81/PLTV/88888888/224/3221227009/86502150.smil/index.m3u8?fmt=ts2hls
乐游,http://115.153.254.81/PLTV/88888888/224/3221227041/87703526.smil/index.m3u8?fmt=ts2hls
书画,http://115.153.254.81/PLTV/88888888/224/3221226971/86128924.smil/index.m3u8?fmt=ts2hls
新动漫,http://115.153.254.81/PLTV/88888888/224/3221226973/86129004.smil/index.m3u8?fmt=ts2hls
好学生,http://115.153.254.81/PLTV/88888888/224/3221227026/86441141.smil/index.m3u8?fmt=ts2hls
文物宝库,http://115.153.254.81/PLTV/88888888/224/3221226808/59781526.smil/index.m3u8?fmt=ts2hls
动漫秀场,http://115.153.254.81/PLTV/88888888/224/3221225613/iptv7997.smil/index.m3u8?fmt=ts2hls
游戏风云,http://115.153.254.81/PLTV/88888888/224/3221225615/iptv7998.smil/index.m3u8?fmt=ts2hls
金鹰纪实,http://115.153.254.81/PLTV/88888888/224/3221226823/59781863.smil/index.m3u8?fmt=ts2hls
纪实人文,http://115.153.254.81/PLTV/88888888/224/3221225951/10000100000000060000000000905987_0.smil/index.m3u8?fmt=ts2hls
