广东频道,#genre#
CCTV-6,http://tvbox.netsite.cc/proxy/1275265590/1275265590.m3u8
CCTV-6,http://n1.dddmmh.space:8088/udp/225.0.4.144:7980
CCTV-6,http://110.19.98.120:808/hls/106/index.m3u8
CCTV-6,http://loc.sportsontheweb.net/yfy.php?id=cctv6b
CCTV-7,http://tvbox.netsite.cc/proxy/1797993240/1797993240.m3u8
CCTV-7,http://110.19.98.120:808/hls/107/index.m3u8
CCTV-8,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225492/index.m3u8
CCTV-8,http://tvbox.netsite.cc/proxy/366510833/366510833.m3u8
CCTV-9,http://tvbox.netsite.cc/proxy/41408178/41408178.m3u8
CCTV-10,http://tvbox.netsite.cc/proxy/358752297/358752297.m3u8
CCTV-10,http://loc.sportsontheweb.net/yfy.php?id=cctv10
CCTV-10,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225606/index.m3u8
CCTV-11,http://tvbox.netsite.cc/proxy/1384058039/1384058039.m3u8
CCTV-11,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225853/index.m3u8
CCTV-11,http://loc.sportsontheweb.net/yfy.php?id=cctv11
CCTV-12,http://tvbox.netsite.cc/proxy/1168098921/1168098921.m3u8
CCTV-12,http://loc.sportsontheweb.net/yfy.php?id=cctv12
CCTV-12,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225605/index.m3u8
CCTV-13,http://121.24.98.99:8090/hls/21/index.m3u8
CCTV-13,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226062/index.m3u8
CCTV-13,http://27.10.210.190:8009/udp/225.0.4.219:7980
CCTV-13,http://tvbox.netsite.cc/proxy/547513505/547513505.m3u8
CCTV-13,http://mail.petzhu.top:7000/rtp/239.254.200.9:8264
CCTV-13,http://loc.sportsontheweb.net/yfy.php?id=cctv13
CCTV-13,http://14.155.189.170:8888/hls/9/index.m3u8
CCTV-14,http://tvbox.netsite.cc/proxy/1977445545/1977445545.m3u8
CCTV-14,https://cntv.lat/tv/live.php?auth=231110&id=cctv14
CCTV-14,http://loc.sportsontheweb.net/yfy.php?id=cctv14
CCTV-14,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225604/index.m3u8
CCTV-15,http://tvbox.netsite.cc/proxy/2128760541/2128760541.m3u8
CCTV-16,http://tvbox.netsite.cc/proxy/434481154/434481154.m3u8
CCTV-16,https://cntv.lat/tv/live.php?auth=231110&id=cctv16
CCTV-16,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226095/index.m3u8
CCTV-17,http://tvbox.netsite.cc/proxy/2004643460/2004643460.m3u8
CCTV-17,https://cntv.lat/tv/live.php?auth=231110&id=cctv17
CCTV-17,http://218.13.170.98:9901/tsfile/live/0016_1.m3u8
CCTV-17,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225608/index.m3u8

卫视频道,#genre#
大湾区卫视,http://38.64.72.148/hls/modn/list/4011/chunklist0.m3u8
大湾区卫视,http://64.140.167.170:8080/live/dwqws/hls.m3u8
广东卫视,http://219.137.29.213:4433/tsfile/live/0125_1.m3u8
广东卫视,http://14.19.142.134:8089/hls/1/index.m3u8
广东卫视,http://fangke.blueswords.com:9901/tsfile/live/0142_1.m3u8
广东卫视,http://125.210.150.58:9090/live/hzgq-gdwsgq-h264.m3u8
广东卫视,http://tvbox.netsite.cc/proxy/730496254/730496254.m3u8
广东卫视,http://60.190.128.194:8888/newlive/live/hls/21/live.m3u8
广东卫视,http://113.128.226.58:8888/newlive/live/hls/29/live.m3u8
浙江卫视,http://64.140.167.170:8080/live/ydws7/hls.m3u8
浙江卫视,http://111.75.151.236:50085/newlive/live/hls/21/live.m3u8
浙江卫视,http://tvbox.netsite.cc/proxy/1076829733/1076829733.m3u8
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://tvbox.netsite.cc/proxy/1562317673/1562317673.m3u8
浙江卫视,http://125.210.150.58:9090/live/hzgq-zjwsgq-h264.m3u8
浙江卫视,http://60.190.128.194:8888/newlive/live/hls/24/live.m3u8
浙江卫视,http://113.128.226.58:8888/newlive/live/hls/21/live.m3u8
浙江卫视,http://8.134.82.80:32858/ysp0409/haiouysp.php?id=42
湖南卫视,http://64.140.167.170:8080/live/ydws5/hls.m3u8
湖南卫视,http://116.21.122.2:4433/tsfile/live/0128_1.m3u8
湖南卫视,http://59.174.224.253:8880/rtp/239.254.96.139:8908
湖南卫视,http://113.218.218.5:8001/tsfile/live/0128_1.m3u8
湖南卫视,http://110.178.52.190:8083/udp/239.1.1.28:8028
湖南卫视,http://124.230.56.214:55555/udp/239.76.246.100:1234
北京卫视,http://64.140.167.170:8080/live/bjws/hls.m3u8
北京卫视,https://live-hls-web-ajb.getaj.net/AJB/01.m3u8
北京卫视,http://120.224.178.16:9901/tsfile/live/0126_1.m3u8
北京卫视,http://171.14.92.209:808/hls/64/index.m3u8
北京卫视,http://125.210.150.58:9090/live/hzgq-bjgqws-h264.m3u8
北京卫视,http://tvbox.netsite.cc/proxy/469197887/469197887.m3u8
北京卫视,http://117.44.0.239:20000/hls/84/index.m3u8
北京卫视,http://60.190.128.194:8888/newlive/live/hls/19/live.m3u8
北京卫视,http://113.128.226.58:8888/newlive/live/hls/24/live.m3u8
北京卫视,http://8.134.82.80:32858/ysp0409/haiouysp.php?id=39
湖北卫视,http://58.220.219.14:9901/tsfile/live/0132_1.m3u8?key=txiptv
湖北卫视,http://117.44.0.239:20000/hls/79/index.m3u8
湖北卫视,http://125.210.150.58:9090/live/hzgq-hbwsgq-h264.m3u8
湖北卫视,http://60.190.128.194:8888/newlive/live/hls/34/live.m3u8
湖北卫视,http://111.75.151.236:50085/newlive/live/hls/27/live.m3u8
湖北卫视,http://113.128.226.58:8888/newlive/live/hls/41/live.m3u8
湖北卫视,http://tvbox.netsite.cc/proxy/1513765070/1513765070.m3u8
湖北卫视,http://8.134.82.80:32858/ysp0409/haiouysp.php?id=54
湖北卫视,http://php.jdshipin.com:8880/bst.php?id=hbwshd/4000000
湖北卫视,http://xxw.me0.cn/api/migu.php?id=24
黑龙江卫视,http://125.92.110.56:4022/udp/239.77.0.124:5146
黑龙江卫视,http://8.134.82.80:32858/ysp0409/haiouysp.php?id=52
黑龙江卫视,http://125.210.150.58:9090/live/hzgq-hljwsgq-h264.m3u8
黑龙江卫视,http://tvbox.netsite.cc/proxy/1993445467/1993445467.m3u8
黑龙江卫视,http://tvbox.netsite.cc/proxy/797978954/797978954.m3u8
黑龙江卫视,http://61.138.54.155:2233/hls/1/index.m3u8
黑龙江卫视,http://60.190.128.194:8888/newlive/live/hls/47/live.m3u8
黑龙江卫视,http://113.128.226.58:8888/newlive/live/hls/30/live.m3u8
黑龙江卫视,http://111.75.151.236:50085/newlive/live/hls/32/live.m3u8
黑龙江卫视,http://php.jdshipin.com:8880/bst.php?id=hljwshd/4000000
安徽卫视,http://125.210.150.58:9090/live/hzgq-ahwsgq-h264.m3u8
安徽卫视,http://tvbox.netsite.cc/proxy/1453839032/1453839032.m3u8
安徽卫视,http://117.44.0.79:20000/hls/82/index.m3u8
安徽卫视,http://64.140.167.170:8080/live/ydws9/hls.m3u8
安徽卫视,http://60.190.128.194:8888/newlive/live/hls/25/live.m3u8
安徽卫视,http://111.75.151.236:50085/newlive/live/hls/29/live.m3u8
安徽卫视,http://113.128.226.58:8888/newlive/live/hls/25/live.m3u8
安徽卫视,http://8.134.82.80:32858/ysp0409/haiouysp.php?id=45
重庆卫视,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225601/index.m3u8
重庆卫视,http://125.210.150.58:9090/live/hzgq-cqwsgq-h264.m3u8
重庆卫视,http://tvbox.netsite.cc/proxy/1866473212/1866473212.m3u8
重庆卫视,http://113.128.226.58:8888/newlive/live/hls/31/live.m3u8
重庆卫视,http://111.75.151.236:50085/newlive/live/hls/40/live.m3u8
重庆卫视,http://60.190.128.194:8888/newlive/live/hls/31/live.m3u8
重庆卫视,http://php.jdshipin.com:8880/bst.php?id=cqwshd8m/8000000
重庆卫视,http://tvbox.netsite.cc/proxy/1555601247/1555601247.m3u8
重庆卫视,http://8.134.82.80:32858/ysp0409/haiouysp.php?id=56
东方卫视,http://64.140.167.170:8080/live/ydws2/hls.m3u8
东方卫视,http://125.210.150.58:9090/live/hzgq-dftvgq-h264.m3u8
东方卫视,http://tvbox.netsite.cc/proxy/609485212/609485212.m3u8
东方卫视,http://60.190.128.194:8888/newlive/live/hls/20/live.m3u8
东方卫视,http://113.128.226.58:8888/newlive/live/hls/22/live.m3u8
东方卫视,http://8.134.82.80:32858/ysp0409/haiouysp.php?id=40
东南卫视,http://111.193.225.80:8888/rtp/239.3.1.156:8148
东南卫视,http://tvdrs.wsrtv.com.cn:8100/channellive/ch1.flv
东南卫视,http://php.jdshipin.com:8880/bst.php?id=dnwshd/4000000
东南卫视,http://64.140.167.170:8080/live/ydws11/hls.m3u8
东南卫视,http://tvbox.netsite.cc/proxy/605886267/605886267.m3u8
东南卫视,http://117.44.0.239:20000/hls/86/index.m3u8
东南卫视,http://125.210.150.58:9090/live/hzgq-fjwsgq-h264.m3u8
东南卫视,http://60.190.128.194:8888/newlive/live/hls/49/live.m3u8
东南卫视,http://113.128.226.58:8888/newlive/live/hls/40/live.m3u8
东南卫视,http://8.134.82.80:32858/ysp0409/haiouysp.php?id=48
甘肃卫视,http://tvbox.netsite.cc/proxy/1209404373/1209404373.m3u8
甘肃卫视,http://125.210.150.58:9090/live/hszx-gstv-h264.m3u8
甘肃卫视,http://60.190.128.194:8888/newlive/live/hls/36/live.m3u8
甘肃卫视,http://111.75.151.236:50085/newlive/live/hls/41/live.m3u8
甘肃卫视,http://113.128.226.58:8888/newlive/live/hls/39/live.m3u8
甘肃卫视,http://php.jdshipin.com:8880/bst.php?id=gswshd8m/8000000
广西卫视,http://tvbox.netsite.cc/proxy/1407270894/1407270894.m3u8
广西卫视,http://125.210.150.58:9090/live/hszx-gxtv-h264.m3u8
广西卫视,http://60.190.128.194:8888/newlive/live/hls/26/live.m3u8
广西卫视,http://111.75.151.236:50085/newlive/live/hls/37/live.m3u8
广西卫视,http://113.128.226.58:8888/newlive/live/hls/44/live.m3u8
广西卫视,http://8.134.82.80:32858/ysp0409/haiouysp.php?id=58
贵州卫视,http://125.210.150.58:9090/live/hzgq-gzwsgq-h264.m3u8
贵州卫视,http://tvbox.netsite.cc/proxy/344811278/344811278.m3u8
贵州卫视,http://60.190.128.194:8888/newlive/live/hls/29/live.m3u8
贵州卫视,http://111.75.151.236:50085/newlive/live/hls/45/live.m3u8
贵州卫视,http://113.128.226.58:8888/newlive/live/hls/32/live.m3u8
贵州卫视,http://php.jdshipin.com:8880/bst.php?id=gzwshd8m/8000000
贵州卫视,http://tvbox.netsite.cc/proxy/1114625252/1114625252.m3u8
贵州卫视,http://8.134.82.80:32858/ysp0409/haiouysp.php?id=59
海南卫视,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel62/index.m3u8
海南卫视,http://tvbox.netsite.cc/proxy/1505336139/1505336139.m3u8
海南卫视,http://125.210.150.58:9090/live/hszx-lytv-h264.m3u8
海南卫视,http://113.128.226.58:8888/newlive/live/hls/35/live.m3u8
海南卫视,http://111.75.151.236:50085/newlive/live/hls/42/live.m3u8
海南卫视,http://59.44.192.22:65000/hls/99/index.m3u8
海南卫视,http://60.190.128.194:8888/newlive/live/hls/46/live.m3u8
海南卫视,http://tvbox.netsite.cc/proxy/2019508840/2019508840.m3u8
海南卫视,http://php.jdshipin.com:8880/bst.php?id=hainanwshd8m/8000000
海南卫视,http://8.134.82.80:32858/ysp0409/haiouysp.php?id=60
河北卫视,http://60.2.190.206:4000/rtp/239.253.92.154:6011
河北卫视,http://110.248.95.8:9999/rtp/239.253.92.154:6011
河北卫视,http://111.225.114.68:808/tsfile/live/0019_1.m3u8
河北卫视,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226328/index.m3u8
河北卫视,http://tvbox.netsite.cc/proxy/866823714/866823714.m3u8
河北卫视,http://tv.pull.hebtv.com/jishi/weishipindao.m3u8?t=2510710360&k=f1b16a3a3866dafecb94ec2bb4160e58
河北卫视,http://125.210.150.58:9090/live/hszx-hebeitv-h264.m3u8
河北卫视,http://113.128.226.58:8888/newlive/live/hls/34/live.m3u8
河北卫视,http://60.190.128.194:8888/newlive/live/hls/48/live.m3u8
河北卫视,http://8.134.82.80:32858/ysp0409/haiouysp.php?id=49
河南卫视,http://42.237.180.195:4000/rtp/225.1.4.98:1127
河南卫视,http://tvbox.netsite.cc/proxy/1555831884/1555831884.m3u8
河南卫视,http://125.210.150.58:9090/live/hszx-henantv-h264.m3u8
河南卫视,http://221.210.64.165:2233/hls/48/index.m3u8
河南卫视,http://60.190.128.194:8888/newlive/live/hls/33/live.m3u8
河南卫视,http://113.128.226.58:8888/newlive/live/hls/37/live.m3u8
吉林卫视,http://64.140.167.170:8080/live/ydws4/hls.m3u8
吉林卫视,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225598/index.m3u8
吉林卫视,http://125.210.150.58:9090/live/hzgq-jlwsgq-h264.m3u8
吉林卫视,http://live.ybtvyun.com/video/s10016-7e5f23de35df/index.m3u8
吉林卫视,http://60.190.128.194:8888/newlive/live/hls/35/live.m3u8
吉林卫视,http://113.128.226.58:8888/newlive/live/hls/38/live.m3u8
吉林卫视,http://111.75.151.236:50085/newlive/live/hls/35/live.m3u8
吉林卫视,http://tvbox.netsite.cc/proxy/1831443675/1831443675.m3u8
吉林卫视,http://php.jdshipin.com:8880/bst.php?id=jlwshd8m/8000000
吉林卫视,http://stream1.jlntv.cn/jlws/playlist.m3u8?_upt=7c73ff331714202608
江苏卫视,http://64.140.167.170:8080/live/ydws1/hls.m3u8
江苏卫视,http://tvbox.netsite.cc/proxy/1561313428/1561313428.m3u8
江苏卫视,http://171.8.245.48:808/hls/30/index.m3u8
江苏卫视,http://120.7.86.32:808/hls/19/index.m3u8
江苏卫视,http://125.210.150.58:9090/live/hzgq-jswsgq-h264.m3u8
江苏卫视,http://60.190.128.194:8888/newlive/live/hls/22/live.m3u8
江苏卫视,http://xxw.me0.cn/api/migu.php?id=27
江苏卫视,http://113.128.226.58:8888/newlive/live/hls/23/live.m3u8
江苏卫视,http://8.134.82.80:32858/ysp0409/haiouysp.php?id=43
江苏卫视,http://111.75.151.236:50085/newlive/live/hls/22/live.m3u8
江西卫视,http://64.140.167.170:8080/live/ydws10/hls.m3u8
江西卫视,http://59.55.91.105:8899/udp/239.252.220.63:5140
江西卫视,http://xxw.me0.cn/api/migu.php?id=26
江西卫视,http://125.210.150.58:9090/live/hzgq-jxwsgq-h264.m3u8
江西卫视,http://tvbox.netsite.cc/proxy/1507547400/1507547400.m3u8
江西卫视,http://60.190.128.194:8888/newlive/live/hls/44/live.m3u8
江西卫视,http://113.128.226.58:8888/newlive/live/hls/33/live.m3u8
江西卫视,http://111.75.151.236:50085/newlive/live/hls/16/live.m3u8
江西卫视,http://8.134.82.80:32858/ysp0409/haiouysp.php?id=55
辽宁卫视,http://64.140.167.170:8080/live/ydws6/hls.m3u8
辽宁卫视,http://221.220.135.32:9999/rtp/239.3.1.210:8056
辽宁卫视,http://175.168.46.94:8888/rtp/232.0.0.126:1234
辽宁卫视,http://8.134.82.80:32858/ysp0409/haiouysp.php?id=51
辽宁卫视,http://125.210.150.58:9090/live/hzgq-lnwsgq-h264.m3u8
辽宁卫视,http://tvbox.netsite.cc/proxy/1767807342/1767807342.m3u8
辽宁卫视,https://node1.olelive.com:6443/live/LIAONINGHD/hls.m3u8
辽宁卫视,http://60.190.128.194:8888/newlive/live/hls/45/live.m3u8
辽宁卫视,http://113.128.226.58:8888/newlive/live/hls/27/live.m3u8
辽宁卫视,http://111.75.151.236:50085/newlive/live/hls/30/live.m3u8
内蒙古卫视,http://125.210.150.58:9090/live/hszx-nmgtv-h264.m3u8
内蒙古卫视,http://60.190.128.194:8888/newlive/live/hls/41/live.m3u8
内蒙古卫视,http://111.75.151.236:50085/newlive/live/hls/48/live.m3u8
内蒙古卫视,http://113.128.226.58:8888/newlive/live/hls/46/live.m3u8
内蒙古卫视,http://php.jdshipin.com:8880/bst.php?id=nmgws/1300000
宁夏卫视,http://tvbox.netsite.cc/proxy/1558349983/1558349983.m3u8
宁夏卫视,http://stream.nxtv.com.cn/wspd/sd/live.m3u8?_upt=a94c8b981714334210
宁夏卫视,http://125.210.150.58:9090/live/hszx-nxtv-h264.m3u8
宁夏卫视,http://113.128.226.58:8888/newlive/live/hls/48/live.m3u8
宁夏卫视,http://111.75.151.236:50085/newlive/live/hls/38/live.m3u8
宁夏卫视,http://60.190.128.194:8888/newlive/live/hls/39/live.m3u8
青海卫视,http://tvbox.netsite.cc/proxy/1152127449/1152127449.m3u8
青海卫视,http://stream.qhbtv.com/qhws/playlist.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8
青海卫视,http://125.210.150.58:9090/live/hszx-qhtv-h264.m3u8
青海卫视,http://60.190.128.194:8888/newlive/live/hls/38/live.m3u8
青海卫视,http://113.128.226.58:8888/newlive/live/hls/47/live.m3u8
山东卫视,http://182.46.8.252:8686/udp/239.21.1.87:5002
山东卫视,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226326/index.m3u8
山东卫视,http://125.210.150.58:9090/live/hzgq-sdwsgq-h264.m3u8
山东卫视,http://livealone.iqilu.com/iqilu/sdtvhjOF03kn.m3u8
山东卫视,http://60.190.128.194:8888/newlive/live/hls/30/live.m3u8
山东卫视,http://111.75.151.236:50085/newlive/live/hls/31/live.m3u8
山东卫视,http://113.128.226.58:8888/newlive/live/hls/19/live.m3u8
山东卫视,http://tvbox.netsite.cc/proxy/1400078770/1400078770.m3u8
山东卫视,http://xxw.me0.cn/api/migu.php?id=23
山东卫视,http://8.134.82.80:32858/ysp0409/haiouysp.php?id=44
山西卫视,http://tvbox.netsite.cc/proxy/825435414/825435414.m3u8
山西卫视,http://80ec27bff7f9ae80b961481da488e302.livehwc3.cn/liveflash.sxrtv.com/live/sxwshd.m3u8?sub_m3u8=true&edge_slice=true&user_session_id=d04ce01474da4193c8863ea281ec4759
山西卫视,http://live.cooltv.top/tv/tide.php?id=sxiws2
山西卫视,http://125.210.150.58:9090/live/hszx-shanxitv-h264.m3u8
山西卫视,http://60.190.128.194:8888/newlive/live/hls/42/live.m3u8
山西卫视,http://113.128.226.58:8888/newlive/live/hls/43/live.m3u8
山西卫视,http://php.jdshipin.com:8880/bst.php?id=shanxiws/1300000
山西卫视,http://111.75.151.236:50085/newlive/live/hls/44/live.m3u8
陕西卫视,http://171.14.92.209:808/hls/70/index.m3u8
陕西卫视,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel55/index.m3u8
陕西卫视,http://61.52.157.85:808/hls/51/index.m3u8
陕西卫视,http://tvbox.netsite.cc/proxy/917851306/917851306.m3u8
陕西卫视,http://125.210.150.58:9090/live/hszx-sxtv-h264.m3u8
陕西卫视,http://60.190.128.194:8888/newlive/live/hls/40/live.m3u8
陕西卫视,http://113.128.226.58:8888/newlive/live/hls/42/live.m3u8
陕西卫视,http://xxw.me0.cn/api/migu.php?id=22
陕西卫视,http://php.jdshipin.com:8880/bst.php?id=sxws/1300000
陕西卫视,http://111.75.151.236:50085/newlive/live/hls/47/live.m3u8
四川卫视,http://64.140.167.170:8080/live/ydws8/hls.m3u8
四川卫视,http://171.214.202.134:4000/udp/239.93.0.169:5140
四川卫视,http://171.88.174.168:8123/udp/239.93.0.169:5140
四川卫视,http://wouu.net:9977/udp/239.93.0.169:5140
四川卫视,http://125.210.150.58:9090/live/hzgq-scwsgq-h264.m3u8
四川卫视,http://60.190.128.194:8888/newlive/live/hls/32/live.m3u8
四川卫视,http://111.75.151.236:50085/newlive/live/hls/43/live.m3u8
四川卫视,http://113.128.226.58:8888/newlive/live/hls/36/live.m3u8
四川卫视,http://tvbox.netsite.cc/proxy/1364123916/1364123916.m3u8
四川卫视,http://8.134.82.80:32858/ysp0409/haiouysp.php?id=57
深圳卫视,http://113.128.226.58:8888/newlive/live/hls/28/live.m3u8
深圳卫视,http://59.172.84.192:8888/rtp/239.254.96.137:8896
深圳卫视,http://171.14.92.209:808/hls/75/index.m3u8
深圳卫视,http://125.210.150.58:9090/live/hzgq-szwsgq-h264.m3u8
深圳卫视,http://tvbox.netsite.cc/proxy/846832031/846832031.m3u8
深圳卫视,http://58.220.219.14:9901/tsfile/live/0126_1.m3u8?key=txiptv
深圳卫视,http://60.190.128.194:8888/newlive/live/hls/28/live.m3u8
深圳卫视,http://111.75.151.236:50085/newlive/live/hls/26/live.m3u8
深圳卫视,http://8.134.82.80:32858/ysp0409/haiouysp.php?id=53
三沙卫视,http://tvbox.netsite.cc/proxy/1337100319/1337100319.m3u8
三沙卫视,http://114.245.48.134:8688/rtp/239.3.1.155:4120
三沙卫视,http://ik6.iptv8.net:8888/rtp/225.1.4.234:1280
三沙卫视,http://61.138.128.226:19901/tsfile/live/1020_1.m3u8
天津卫视,http://120.7.86.107:808/hls/20/index.m3u8
天津卫视,http://125.210.150.58:9090/live/hzgq-tjwsgq-h264.m3u8
天津卫视,http://113.128.226.58:8888/newlive/live/hls/26/live.m3u8
天津卫视,http://8.134.82.80:32858/ysp0409/haiouysp.php?id=47
天津卫视,http://111.75.151.236:50085/newlive/live/hls/28/live.m3u8
西藏卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel66/index.m3u8
西藏卫视,http://125.210.150.58:9090/live/hszx-xztv-h264.m3u8
西藏卫视,http://111.75.151.236:50085/newlive/live/hls/36/live.m3u8
西藏卫视,http://60.190.128.194:8888/newlive/live/hls/37/live.m3u8
西藏卫视,http://php.jdshipin.com:8880/bst.php?id=xzws/1300000
新疆卫视,http://tvbox.netsite.cc/proxy/1423426614/1423426614.m3u8
新疆卫视,http://125.210.150.58:9090/live/hszx-xjtv-h264.m3u8
新疆卫视,http://111.75.151.236:50085/newlive/live/hls/49/live.m3u8
新疆卫视,http://113.128.226.58:8888/newlive/live/hls/49/live.m3u8
新疆卫视,http://8.134.82.80:32858/ysp0409/haiouysp.php?id=61
新疆卫视,http://106.124.91.222:9901/tsfile/live/21212_1.m3u8
新疆卫视,http://php.jdshipin.com:8880/bst.php?id=xjws/1300000
云南卫视,http://tvbox.netsite.cc/proxy/1057712184/1057712184.m3u8
云南卫视,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226063/index.m3u8
